      x      |      eta     |      t       |      Hp      |    dHp/dx    |   ddHp/ddx   |      Chi     |      d_A     |      d_L     | Sum_Dens_Params |    Omega_B   |   Omega_CDM  | Omega_Lambda |  Omega_gamma |   Omega_Nu   |   Omega_K    
    -2.82282 |  1.20469e+26 |  7.84829e+15 |  5.02795e-18 |            0 |            0 |  3.26455e+26 |  1.94038e+25 |  5.49236e+27 |               1 |     0.156882 |     0.837748 |   0.00044994 |   0.00290809 |   0.00201173 |            0 
    -2.81081 |  1.21187e+26 |  7.99158e+15 |  4.99774e-18 |            0 |            0 |  3.25736e+26 |  1.95951e+25 |  5.41484e+27 |               1 |     0.156888 |     0.837784 |   0.00046647 |   0.00287349 |   0.00198779 |            0 
     -2.7988 |   1.2191e+26 |  8.13748e+15 |  4.96771e-18 |            0 |            0 |  3.25014e+26 |  1.97879e+25 |  5.33832e+27 |               1 |     0.156895 |     0.837818 |  0.000483606 |    0.0028393 |   0.00196414 |            0 
    -2.78679 |  1.22637e+26 |  8.28604e+15 |  4.93787e-18 |            0 |            0 |  3.24286e+26 |  1.99822e+25 |  5.26278e+27 |               1 |     0.156901 |     0.837851 |  0.000501371 |   0.00280551 |   0.00194076 |            0 
    -2.77477 |  1.23368e+26 |  8.43729e+15 |  4.90821e-18 |            0 |            0 |  3.23555e+26 |   2.0178e+25 |  5.18821e+27 |               1 |     0.156907 |     0.837883 |  0.000519787 |   0.00277212 |   0.00191766 |            0 
    -2.76276 |  1.24104e+26 |  8.59129e+15 |  4.87873e-18 |            0 |            0 |  3.22819e+26 |  2.03754e+25 |   5.1146e+27 |               1 |     0.156913 |     0.837914 |   0.00053888 |   0.00273912 |   0.00189484 |            0 
    -2.75075 |  1.24845e+26 |   8.7481e+15 |  4.84943e-18 |            0 |            0 |  3.22079e+26 |  2.05744e+25 |  5.04194e+27 |               1 |     0.156918 |     0.837944 |  0.000558673 |   0.00270651 |   0.00187228 |            0 
    -2.73874 |  1.25589e+26 |  8.90776e+15 |   4.8203e-18 |            0 |            0 |  3.21334e+26 |  2.07748e+25 |  4.97022e+27 |               1 |     0.156924 |     0.837973 |  0.000579192 |   0.00267428 |   0.00184999 |            0 
    -2.72673 |  1.26339e+26 |  9.07033e+15 |  4.79136e-18 |            0 |            0 |  3.20585e+26 |  2.09769e+25 |  4.89942e+27 |               1 |     0.156929 |        0.838 |  0.000600464 |   0.00264244 |   0.00182796 |            0 
    -2.71471 |  1.27093e+26 |  9.23586e+15 |   4.7626e-18 |            0 |            0 |  3.19831e+26 |  2.11804e+25 |  4.82954e+27 |               1 |     0.156934 |     0.838027 |  0.000622517 |   0.00261097 |   0.00180619 |            0 
     -2.7027 |  1.27851e+26 |  9.40441e+15 |  4.73401e-18 |            0 |            0 |  3.19072e+26 |  2.13855e+25 |  4.76056e+27 |               1 |     0.156938 |     0.838052 |  0.000645378 |   0.00257987 |   0.00178467 |            0 
    -2.69069 |  1.28614e+26 |  9.57602e+15 |  4.70559e-18 |            0 |            0 |  3.18309e+26 |  2.15922e+25 |  4.69247e+27 |               1 |     0.156943 |     0.838075 |  0.000669078 |   0.00254914 |   0.00176342 |            0 
    -2.67868 |  1.29382e+26 |  9.75076e+15 |  4.67735e-18 |            0 |            0 |  3.17542e+26 |  2.18005e+25 |  4.62526e+27 |               1 |     0.156947 |     0.838098 |  0.000693648 |   0.00251877 |   0.00174241 |            0 
    -2.66667 |  1.30154e+26 |  9.92867e+15 |  4.64929e-18 |            0 |            0 |   3.1677e+26 |  2.20102e+25 |  4.55892e+27 |               1 |     0.156951 |     0.838119 |  0.000719118 |   0.00248876 |   0.00172165 |            0 
    -2.65465 |  1.30931e+26 |  1.01098e+16 |  4.62139e-18 |            0 |            0 |  3.15993e+26 |  2.22216e+25 |  4.49344e+27 |               1 |     0.156955 |     0.838139 |  0.000745523 |    0.0024591 |   0.00170113 |            0 
    -2.64264 |  1.31712e+26 |  1.02943e+16 |  4.59367e-18 |            0 |            0 |  3.15211e+26 |  2.24345e+25 |  4.42881e+27 |               1 |     0.156958 |     0.838158 |  0.000772895 |   0.00242979 |   0.00168086 |            0 
    -2.63063 |  1.32499e+26 |   1.0482e+16 |  4.56611e-18 |            0 |            0 |  3.14425e+26 |   2.2649e+25 |  4.36501e+27 |               1 |     0.156962 |     0.838175 |  0.000801272 |   0.00240083 |   0.00166082 |            0 
    -2.61862 |   1.3329e+26 |  1.06732e+16 |  4.53873e-18 |            0 |            0 |  3.13634e+26 |   2.2865e+25 |  4.30204e+27 |               1 |     0.156965 |     0.838191 |  0.000830689 |   0.00237221 |   0.00164102 |            0 
    -2.60661 |  1.34085e+26 |  1.08679e+16 |  4.51151e-18 |            0 |            0 |  3.12838e+26 |  2.30826e+25 |  4.23989e+27 |               1 |     0.156967 |     0.838206 |  0.000861185 |   0.00234393 |   0.00162146 |            0 
    -2.59459 |  1.34886e+26 |  1.10662e+16 |  4.48446e-18 |            0 |            0 |  3.12037e+26 |  2.33017e+25 |  4.17854e+27 |               1 |      0.15697 |     0.838219 |  0.000892798 |   0.00231598 |   0.00160212 |            0 
    -2.58258 |  1.35691e+26 |   1.1268e+16 |  4.45758e-18 |            0 |            0 |  3.11232e+26 |  2.35225e+25 |  4.11799e+27 |               1 |     0.156972 |     0.838231 |  0.000925571 |   0.00228835 |   0.00158301 |            0 
    -2.57057 |  1.36502e+26 |  1.14735e+16 |  4.43086e-18 |            0 |            0 |  3.10422e+26 |  2.37447e+25 |  4.05823e+27 |               1 |     0.156974 |     0.838241 |  0.000959545 |   0.00226106 |   0.00156413 |            0 
    -2.55856 |  1.37317e+26 |  1.16828e+16 |   4.4043e-18 |            0 |            0 |  3.09606e+26 |  2.39686e+25 |  3.99924e+27 |               1 |     0.156976 |      0.83825 |  0.000994764 |   0.00223409 |   0.00154547 |            0 
    -2.54655 |  1.38137e+26 |  1.18959e+16 |  4.37791e-18 |            0 |            0 |  3.08786e+26 |   2.4194e+25 |  3.94102e+27 |               1 |     0.156977 |     0.838257 |   0.00103127 |   0.00220743 |   0.00152703 |            0 
    -2.53453 |  1.38962e+26 |  1.21128e+16 |  4.35168e-18 |            0 |            0 |  3.07961e+26 |  2.44209e+25 |  3.88356e+27 |               1 |     0.156978 |     0.838263 |   0.00106912 |   0.00218109 |   0.00150881 |            0 
    -2.52252 |  1.39792e+26 |  1.23336e+16 |  4.32561e-18 |            0 |            0 |  3.07131e+26 |  2.46494e+25 |  3.82685e+27 |               1 |     0.156979 |     0.838267 |   0.00110836 |   0.00215505 |    0.0014908 |            0 
    -2.51051 |  1.40627e+26 |  1.25585e+16 |   4.2997e-18 |            0 |            0 |  3.06296e+26 |  2.48795e+25 |  3.77088e+27 |               1 |     0.156979 |     0.838269 |   0.00114903 |   0.00212933 |     0.001473 |            0 
     -2.4985 |  1.41467e+26 |  1.27875e+16 |  4.27396e-18 |            0 |            0 |  3.05456e+26 |   2.5111e+25 |  3.71564e+27 |               1 |     0.156979 |      0.83827 |   0.00119119 |   0.00210391 |   0.00145542 |            0 
    -2.48649 |  1.42312e+26 |  1.30206e+16 |  4.24837e-18 |            0 |            0 |  3.04611e+26 |  2.53442e+25 |  3.66111e+27 |               1 |     0.156979 |     0.838269 |    0.0012349 |   0.00207878 |   0.00143804 |            0 
    -2.47447 |  1.43162e+26 |   1.3258e+16 |  4.22293e-18 |            0 |            0 |  3.03761e+26 |  2.55789e+25 |   3.6073e+27 |               1 |     0.156979 |     0.838266 |   0.00128021 |   0.00205395 |   0.00142086 |            0 
    -2.46246 |  1.44018e+26 |  1.34997e+16 |  4.19766e-18 |            0 |            0 |  3.02906e+26 |  2.58151e+25 |  3.55419e+27 |               1 |     0.156978 |     0.838262 |   0.00132718 |   0.00202942 |   0.00140389 |            0 
    -2.45045 |  1.44878e+26 |  1.37458e+16 |  4.17254e-18 |            0 |            0 |  3.02045e+26 |  2.60528e+25 |  3.50178e+27 |               1 |     0.156977 |     0.838255 |   0.00137586 |   0.00200517 |   0.00138712 |            0 
    -2.43844 |  1.45744e+26 |  1.39964e+16 |  4.14757e-18 |            0 |            0 |  3.01179e+26 |  2.62921e+25 |  3.45005e+27 |               1 |     0.156975 |     0.838247 |   0.00142633 |   0.00198121 |   0.00137054 |            0 
    -2.42643 |  1.46615e+26 |  1.42515e+16 |  4.12276e-18 |            0 |            0 |  3.00309e+26 |  2.65329e+25 |    3.399e+27 |               1 |     0.156973 |     0.838237 |   0.00147865 |   0.00195753 |   0.00135416 |            0 
    -2.41441 |  1.47491e+26 |  1.45113e+16 |  4.09811e-18 |            0 |            0 |  2.99433e+26 |  2.67752e+25 |  3.34862e+27 |               1 |     0.156971 |     0.838224 |   0.00153289 |   0.00193413 |   0.00133797 |            0 
     -2.4024 |  1.48372e+26 |  1.47757e+16 |   4.0736e-18 |            0 |            0 |  2.98551e+26 |   2.7019e+25 |   3.2989e+27 |               1 |     0.156968 |      0.83821 |    0.0015891 |     0.001911 |   0.00132197 |            0 
    -2.39039 |  1.49259e+26 |   1.5045e+16 |  4.04925e-18 |            0 |            0 |  2.97664e+26 |  2.72643e+25 |  3.24983e+27 |               1 |     0.156965 |     0.838193 |   0.00164738 |   0.00188815 |   0.00130616 |            0 
    -2.37838 |  1.50151e+26 |  1.53192e+16 |  4.02505e-18 |            0 |            0 |  2.96772e+26 |   2.7511e+25 |   3.2014e+27 |               1 |     0.156962 |     0.838175 |   0.00170779 |   0.00186556 |   0.00129054 |            0 
    -2.36637 |  1.51048e+26 |  1.55983e+16 |  4.00099e-18 |            0 |            0 |  2.95875e+26 |  2.77593e+25 |  3.15361e+27 |               1 |     0.156958 |     0.838154 |   0.00177041 |   0.00184324 |    0.0012751 |            0 
    -2.35435 |  1.51951e+26 |  1.58825e+16 |  3.97709e-18 |            0 |            0 |  2.94972e+26 |   2.8009e+25 |  3.10645e+27 |               1 |     0.156953 |      0.83813 |   0.00183532 |   0.00182118 |   0.00125984 |            0 
    -2.34234 |  1.52859e+26 |  1.61719e+16 |  3.95334e-18 |            0 |            0 |  2.94064e+26 |  2.82602e+25 |  3.05991e+27 |               1 |     0.156948 |     0.838105 |   0.00190261 |   0.00179938 |   0.00124476 |            0 
    -2.33033 |  1.53773e+26 |  1.64666e+16 |  3.92973e-18 |            0 |            0 |  2.93151e+26 |  2.85129e+25 |  3.01398e+27 |               1 |     0.156943 |     0.838077 |   0.00197236 |   0.00177784 |   0.00122985 |            0 
    -2.31832 |  1.54692e+26 |  1.67666e+16 |  3.90627e-18 |            0 |            0 |  2.92231e+26 |   2.8767e+25 |  2.96866e+27 |               1 |     0.156937 |     0.838046 |   0.00204465 |   0.00175654 |   0.00121512 |            0 
    -2.30631 |  1.55617e+26 |  1.70721e+16 |  3.88296e-18 |            0 |            0 |  2.91307e+26 |  2.90225e+25 |  2.92393e+27 |               1 |     0.156931 |     0.838013 |   0.00211959 |    0.0017355 |   0.00120057 |            0 
    -2.29429 |  1.56547e+26 |   1.7383e+16 |  3.85979e-18 |            0 |            0 |  2.90377e+26 |  2.92794e+25 |  2.87979e+27 |               1 |     0.156925 |     0.837977 |   0.00219727 |   0.00171471 |   0.00118618 |            0 
    -2.28228 |  1.57483e+26 |  1.76997e+16 |  3.83676e-18 |            0 |            0 |  2.89441e+26 |  2.95377e+25 |  2.83624e+27 |               1 |     0.156917 |     0.837939 |   0.00227779 |   0.00169416 |   0.00117196 |            0 
    -2.27027 |  1.58424e+26 |   1.8022e+16 |  3.81388e-18 |            0 |            0 |  2.88499e+26 |  2.97974e+25 |  2.79326e+27 |               1 |      0.15691 |     0.837897 |   0.00236126 |   0.00167384 |   0.00115791 |            0 
    -2.25826 |  1.59371e+26 |  1.83503e+16 |  3.79115e-18 |            0 |            0 |  2.87552e+26 |  3.00585e+25 |  2.75084e+27 |               1 |     0.156901 |     0.837853 |   0.00244777 |   0.00165377 |   0.00114403 |            0 
    -2.24625 |  1.60324e+26 |  1.86845e+16 |  3.76855e-18 |            0 |            0 |    2.866e+26 |   3.0321e+25 |  2.70899e+27 |               1 |     0.156892 |     0.837806 |   0.00253744 |   0.00163393 |    0.0011303 |            0 
    -2.23423 |  1.61282e+26 |  1.90247e+16 |   3.7461e-18 |            0 |            0 |  2.85641e+26 |  3.05848e+25 |   2.6677e+27 |               1 |     0.156883 |     0.837755 |   0.00263039 |   0.00161433 |   0.00111674 |            0 
    -2.22222 |  1.62246e+26 |  1.93712e+16 |  3.72378e-18 |            0 |            0 |  2.84677e+26 |  3.08499e+25 |  2.62695e+27 |               1 |     0.156873 |     0.837702 |   0.00272674 |   0.00159495 |   0.00110334 |            0 
    -2.21021 |  1.63216e+26 |  1.97239e+16 |  3.70161e-18 |            0 |            0 |  2.83707e+26 |  3.11163e+25 |  2.58674e+27 |               1 |     0.156862 |     0.837645 |    0.0028266 |    0.0015758 |   0.00109009 |            0 
     -2.1982 |  1.64192e+26 |  2.00831e+16 |  3.67958e-18 |            0 |            0 |  2.82731e+26 |   3.1384e+25 |  2.54706e+27 |               1 |     0.156851 |     0.837585 |    0.0029301 |   0.00155687 |   0.00107699 |            0 
    -2.18619 |  1.65174e+26 |  2.04487e+16 |  3.65768e-18 |            0 |            0 |   2.8175e+26 |   3.1653e+25 |  2.50791e+27 |               1 |     0.156839 |     0.837521 |   0.00303739 |   0.00153816 |   0.00106405 |            0 
    -2.17417 |  1.66161e+26 |   2.0821e+16 |  3.63593e-18 |            0 |            0 |  2.80762e+26 |  3.19232e+25 |  2.46928e+27 |               1 |     0.156827 |     0.837454 |   0.00314859 |   0.00151968 |   0.00105126 |            0 
    -2.16216 |  1.67154e+26 |     2.12e+16 |  3.61431e-18 |            0 |            0 |  2.79769e+26 |  3.21947e+25 |  2.43117e+27 |               1 |     0.156813 |     0.837383 |   0.00326384 |    0.0015014 |   0.00103862 |            0 
    -2.15015 |  1.68154e+26 |  2.15859e+16 |  3.59283e-18 |            0 |            0 |   2.7877e+26 |  3.24674e+25 |  2.39356e+27 |               1 |     0.156799 |     0.837308 |    0.0033833 |   0.00148334 |   0.00102613 |            0 
    -2.13814 |  1.69159e+26 |  2.19788e+16 |  3.57148e-18 |            0 |            0 |  2.77764e+26 |  3.27412e+25 |  2.35645e+27 |               1 |     0.156784 |     0.837229 |   0.00350711 |   0.00146549 |   0.00101378 |            0 
    -2.12613 |   1.7017e+26 |  2.23788e+16 |  3.55027e-18 |            0 |            0 |  2.76753e+26 |  3.30162e+25 |  2.31984e+27 |               1 |     0.156769 |     0.837146 |   0.00363544 |   0.00144785 |   0.00100158 |            0 
    -2.11411 |  1.71188e+26 |  2.27861e+16 |   3.5292e-18 |            0 |            0 |  2.75736e+26 |  3.32924e+25 |  2.28371e+27 |               1 |     0.156753 |     0.837059 |   0.00376844 |   0.00143042 |  0.000989518 |            0 
     -2.1021 |  1.72211e+26 |  2.32008e+16 |  3.50826e-18 |            0 |            0 |  2.74712e+26 |  3.35696e+25 |  2.24807e+27 |               1 |     0.156735 |     0.836967 |   0.00390629 |   0.00141318 |  0.000977596 |            0 
    -2.09009 |  1.73241e+26 |   2.3623e+16 |  3.48745e-18 |            0 |            0 |  2.73683e+26 |   3.3848e+25 |   2.2129e+27 |               1 |     0.156717 |     0.836871 |   0.00404916 |   0.00139615 |  0.000965812 |            0 
    -2.07808 |  1.74276e+26 |  2.40529e+16 |  3.46677e-18 |            0 |            0 |  2.72647e+26 |  3.41274e+25 |   2.1782e+27 |               1 |     0.156699 |     0.836771 |   0.00419723 |   0.00137931 |  0.000954165 |            0 
    -2.06607 |  1.75318e+26 |  2.44905e+16 |  3.44623e-18 |            0 |            0 |  2.71605e+26 |  3.44078e+25 |  2.14397e+27 |               1 |     0.156679 |     0.836665 |   0.00435069 |   0.00136267 |  0.000942654 |            0 
    -2.05405 |  1.76366e+26 |   2.4936e+16 |  3.42582e-18 |            0 |            0 |  2.70557e+26 |  3.46892e+25 |   2.1102e+27 |               1 |     0.156658 |     0.836555 |   0.00450974 |   0.00134622 |  0.000931275 |            0 
    -2.04204 |  1.77421e+26 |  2.53896e+16 |  3.40554e-18 |            0 |            0 |  2.69503e+26 |  3.49716e+25 |  2.07688e+27 |               1 |     0.156637 |     0.836439 |   0.00467457 |   0.00132996 |  0.000920028 |            0 
    -2.03003 |  1.78481e+26 |  2.58514e+16 |   3.3854e-18 |            0 |            0 |  2.68442e+26 |  3.52549e+25 |    2.044e+27 |               1 |     0.156614 |     0.836318 |   0.00484539 |   0.00131389 |  0.000908912 |            0 
    -2.01802 |  1.79548e+26 |  2.63216e+16 |  3.36538e-18 |            0 |            0 |  2.67375e+26 |  3.55392e+25 |  2.01157e+27 |               1 |      0.15659 |     0.836191 |   0.00502243 |   0.00129801 |  0.000897923 |            0 
    -2.00601 |  1.80621e+26 |  2.68003e+16 |  3.34549e-18 |            0 |            0 |  2.66302e+26 |  3.58243e+25 |  1.97958e+27 |               1 |     0.156565 |     0.836059 |   0.00520589 |   0.00128231 |  0.000887062 |            0 
    -1.99399 |  1.81701e+26 |  2.72877e+16 |  3.32573e-18 |            0 |            0 |  2.65223e+26 |  3.61102e+25 |  1.94801e+27 |               1 |      0.15654 |     0.835921 |   0.00539602 |   0.00126679 |  0.000876325 |            0 
    -1.98198 |  1.82787e+26 |  2.77839e+16 |   3.3061e-18 |            0 |            0 |  2.64137e+26 |  3.63969e+25 |  1.91687e+27 |               1 |     0.156513 |     0.835777 |   0.00559306 |   0.00125145 |  0.000865713 |            0 
    -1.96997 |  1.83879e+26 |  2.82891e+16 |   3.2866e-18 |            0 |            0 |  2.63044e+26 |  3.66844e+25 |  1.88615e+27 |               1 |     0.156484 |     0.835627 |   0.00579724 |   0.00123628 |  0.000855222 |            0 
    -1.95796 |  1.84978e+26 |  2.88034e+16 |  3.26723e-18 |            0 |            0 |  2.61945e+26 |  3.69726e+25 |  1.85584e+27 |               1 |     0.156455 |      0.83547 |   0.00600883 |   0.00122129 |  0.000844852 |            0 
    -1.94595 |  1.86084e+26 |   2.9327e+16 |  3.24798e-18 |            0 |            0 |   2.6084e+26 |  3.72615e+25 |  1.82594e+27 |               1 |     0.156424 |     0.835306 |    0.0062281 |   0.00120647 |  0.000834601 |            0 
    -1.93393 |  1.87196e+26 |  2.98601e+16 |  3.22886e-18 |            0 |            0 |  2.59728e+26 |   3.7551e+25 |  1.79645e+27 |               1 |     0.156392 |     0.835136 |   0.00645531 |   0.00119182 |  0.000824467 |            0 
    -1.92192 |  1.88314e+26 |  3.04028e+16 |  3.20987e-18 |            0 |            0 |  2.58609e+26 |  3.78411e+25 |  1.76736e+27 |               1 |     0.156359 |     0.834958 |   0.00669075 |   0.00117734 |   0.00081445 |            0 
    -1.90991 |  1.89439e+26 |  3.09553e+16 |    3.191e-18 |            0 |            0 |  2.57484e+26 |  3.81317e+25 |  1.73865e+27 |               1 |     0.156325 |     0.834773 |   0.00693472 |   0.00116303 |  0.000804546 |            0 
     -1.8979 |  1.90571e+26 |  3.15177e+16 |  3.17226e-18 |            0 |            0 |  2.56352e+26 |  3.84229e+25 |  1.71034e+27 |               1 |     0.156288 |      0.83458 |   0.00718751 |   0.00114888 |  0.000794757 |            0 
    -1.88589 |   1.9171e+26 |  3.20904e+16 |  3.15365e-18 |            0 |            0 |  2.55213e+26 |  3.87145e+25 |  1.68242e+27 |               1 |     0.156251 |      0.83438 |   0.00744945 |   0.00113489 |  0.000785078 |            0 
    -1.87387 |  1.92855e+26 |  3.26734e+16 |  3.13515e-18 |            0 |            0 |  2.54068e+26 |  3.90065e+25 |  1.65487e+27 |               1 |     0.156212 |     0.834171 |   0.00772086 |   0.00112105 |   0.00077551 |            0 
    -1.86186 |  1.94007e+26 |  3.32669e+16 |  3.11679e-18 |            0 |            0 |  2.52916e+26 |  3.92989e+25 |   1.6277e+27 |               1 |     0.156171 |     0.833953 |   0.00800208 |   0.00110738 |  0.000766051 |            0 
    -1.84985 |  1.95166e+26 |  3.38712e+16 |  3.09854e-18 |            0 |            0 |  2.51757e+26 |  3.95916e+25 |  1.60089e+27 |               1 |     0.156129 |     0.833727 |   0.00829345 |   0.00109386 |  0.000756699 |            0 
    -1.83784 |  1.96331e+26 |  3.44863e+16 |  3.08042e-18 |            0 |            0 |  2.50592e+26 |  3.98845e+25 |  1.57445e+27 |               1 |     0.156085 |     0.833492 |   0.00859534 |   0.00108049 |  0.000747453 |            0 
    -1.82583 |  1.97504e+26 |  3.51125e+16 |  3.06243e-18 |            0 |            0 |  2.49419e+26 |  4.01776e+25 |  1.54838e+27 |               1 |     0.156039 |     0.833247 |   0.00890812 |   0.00106728 |  0.000738311 |            0 
    -1.81381 |  1.98683e+26 |  3.57501e+16 |  3.04456e-18 |            0 |            0 |   2.4824e+26 |  4.04709e+25 |  1.52265e+27 |               1 |     0.155991 |     0.832993 |   0.00923217 |   0.00105421 |  0.000729273 |            0 
     -1.8018 |   1.9987e+26 |   3.6399e+16 |   3.0268e-18 |            0 |            0 |  2.47054e+26 |  4.07642e+25 |  1.49728e+27 |               1 |     0.155942 |     0.832729 |   0.00956789 |    0.0010413 |  0.000720337 |            0 
    -1.78979 |  2.01063e+26 |  3.70597e+16 |  3.00918e-18 |            0 |            0 |  2.45861e+26 |  4.10575e+25 |  1.47226e+27 |               1 |      0.15589 |     0.832454 |   0.00991569 |   0.00102852 |  0.000711501 |            0 
    -1.77778 |  2.02263e+26 |  3.77323e+16 |  2.99167e-18 |            0 |            0 |   2.4466e+26 |  4.13509e+25 |  1.44758e+27 |               1 |     0.155837 |     0.832169 |     0.010276 |   0.00101589 |  0.000702764 |            0 
    -1.76577 |   2.0347e+26 |   3.8417e+16 |  2.97429e-18 |            0 |            0 |  2.43453e+26 |  4.16441e+25 |  1.42324e+27 |               1 |     0.155781 |     0.831872 |    0.0106493 |   0.00100341 |  0.000694126 |            0 
    -1.75375 |  2.04685e+26 |   3.9114e+16 |  2.95702e-18 |            0 |            0 |  2.42239e+26 |  4.19371e+25 |  1.39923e+27 |               1 |     0.155724 |     0.831564 |    0.0110359 |  0.000991059 |  0.000685584 |            0 
    -1.74174 |  2.05906e+26 |  3.98236e+16 |  2.93988e-18 |            0 |            0 |  2.41017e+26 |  4.22299e+25 |  1.37555e+27 |               1 |     0.155664 |     0.831244 |    0.0114365 |  0.000978849 |  0.000677137 |            0 
    -1.72973 |  2.07134e+26 |  4.05459e+16 |  2.92286e-18 |            0 |            0 |  2.39789e+26 |  4.25223e+25 |   1.3522e+27 |               1 |     0.155601 |     0.830912 |    0.0118514 |  0.000966775 |  0.000668785 |            0 
    -1.71772 |   2.0837e+26 |  4.12813e+16 |  2.90596e-18 |            0 |            0 |  2.38553e+26 |  4.28144e+25 |  1.32917e+27 |               1 |     0.155537 |     0.830567 |    0.0122811 |  0.000954835 |  0.000660525 |            0 
    -1.70571 |  2.09613e+26 |  4.20298e+16 |  2.88919e-18 |            0 |            0 |  2.37311e+26 |  4.31061e+25 |  1.30646e+27 |               1 |      0.15547 |     0.830209 |    0.0127263 |  0.000943027 |  0.000652357 |            0 
    -1.69369 |  2.10863e+26 |  4.27918e+16 |  2.87253e-18 |            0 |            0 |  2.36061e+26 |  4.33972e+25 |  1.28406e+27 |               1 |       0.1554 |     0.829837 |    0.0131873 |   0.00093135 |  0.000644279 |            0 
    -1.68168 |   2.1212e+26 |  4.35674e+16 |  2.85599e-18 |            0 |            0 |  2.34803e+26 |  4.36877e+25 |  1.26197e+27 |               1 |     0.155328 |     0.829451 |    0.0136649 |  0.000919802 |   0.00063629 |            0 
    -1.66967 |  2.13385e+26 |  4.43569e+16 |  2.83958e-18 |            0 |            0 |  2.33539e+26 |  4.39775e+25 |  1.24019e+27 |               1 |     0.155253 |     0.829051 |    0.0141594 |   0.00090838 |  0.000628389 |            0 
    -1.65766 |  2.14656e+26 |  4.51606e+16 |  2.82328e-18 |            0 |            0 |  2.32267e+26 |  4.42666e+25 |  1.21871e+27 |               1 |     0.155175 |     0.828636 |    0.0146717 |  0.000897085 |  0.000620575 |            0 
    -1.64565 |  2.15936e+26 |  4.59787e+16 |   2.8071e-18 |            0 |            0 |  2.30988e+26 |  4.45547e+25 |  1.19752e+27 |               1 |     0.155095 |     0.828205 |    0.0152021 |  0.000885912 |  0.000612847 |            0 
    -1.63363 |  2.17222e+26 |  4.68114e+16 |  2.79105e-18 |            0 |            0 |  2.29701e+26 |   4.4842e+25 |  1.17663e+27 |               1 |     0.155011 |     0.827758 |    0.0157514 |  0.000874862 |  0.000605202 |            0 
    -1.62162 |  2.18516e+26 |  4.76591e+16 |  2.77511e-18 |            0 |            0 |  2.28407e+26 |  4.51282e+25 |  1.15604e+27 |               1 |     0.154924 |     0.827294 |    0.0163202 |  0.000863932 |  0.000597641 |            0 
    -1.60961 |  2.19817e+26 |   4.8522e+16 |   2.7593e-18 |            0 |            0 |  2.27106e+26 |  4.54134e+25 |  1.13572e+27 |               1 |     0.154834 |     0.826813 |    0.0169092 |  0.000853121 |  0.000590162 |            0 
     -1.5976 |  2.21126e+26 |  4.94003e+16 |   2.7436e-18 |            0 |            0 |  2.25797e+26 |  4.56973e+25 |   1.1157e+27 |               1 |     0.154741 |     0.826315 |    0.0175191 |  0.000842426 |  0.000582764 |            0 
    -1.58559 |  2.22443e+26 |  5.02943e+16 |  2.72803e-18 |            0 |            0 |  2.24481e+26 |  4.59799e+25 |  1.09595e+27 |               1 |     0.154644 |     0.825798 |    0.0181506 |  0.000831847 |  0.000575446 |            0 
    -1.57357 |  2.23766e+26 |  5.12042e+16 |  2.71257e-18 |            0 |            0 |  2.23157e+26 |  4.62611e+25 |  1.07648e+27 |               1 |     0.154544 |     0.825262 |    0.0188044 |  0.000821381 |  0.000568206 |            0 
    -1.56156 |  2.25098e+26 |  5.21303e+16 |  2.69724e-18 |            0 |            0 |  2.21826e+26 |  4.65408e+25 |  1.05728e+27 |               1 |      0.15444 |     0.824707 |    0.0194813 |  0.000811028 |  0.000561044 |            0 
    -1.54955 |  2.26437e+26 |   5.3073e+16 |  2.68202e-18 |            0 |            0 |  2.20487e+26 |  4.68189e+25 |  1.03835e+27 |               1 |     0.154332 |     0.824132 |     0.020182 |  0.000800784 |  0.000553958 |            0 
    -1.53754 |  2.27783e+26 |  5.40324e+16 |  2.66693e-18 |            0 |            0 |   2.1914e+26 |  4.70953e+25 |  1.01969e+27 |               1 |      0.15422 |     0.823535 |    0.0209074 |   0.00079065 |  0.000546947 |            0 
    -1.52553 |  2.29137e+26 |  5.50089e+16 |  2.65195e-18 |            0 |            0 |  2.17786e+26 |  4.73699e+25 |  1.00128e+27 |               1 |     0.154104 |     0.822917 |    0.0216583 |  0.000780623 |  0.000540011 |            0 
    -1.51351 |  2.30499e+26 |  5.60029e+16 |   2.6371e-18 |            0 |            0 |  2.16424e+26 |  4.76426e+25 |  9.83143e+26 |               1 |     0.153984 |     0.822276 |    0.0224355 |  0.000770702 |  0.000533148 |            0 
     -1.5015 |  2.31868e+26 |  5.70145e+16 |  2.62237e-18 |            0 |            0 |  2.15055e+26 |  4.79133e+25 |  9.65258e+26 |               1 |      0.15386 |     0.821613 |      0.02324 |  0.000760885 |  0.000526357 |            0 
    -1.48949 |  2.33245e+26 |  5.80441e+16 |  2.60775e-18 |            0 |            0 |  2.13678e+26 |  4.81818e+25 |  9.47625e+26 |               1 |     0.153731 |     0.820925 |    0.0240726 |  0.000751171 |  0.000519637 |            0 
    -1.47748 |   2.3463e+26 |   5.9092e+16 |  2.59326e-18 |            0 |            0 |  2.12293e+26 |   4.8448e+25 |  9.30243e+26 |               1 |     0.153598 |     0.820213 |    0.0249342 |  0.000741558 |  0.000512987 |            0 
