#          chi2            h           OmegaM           OmegaK               Acceptrate
        41.1334        0.708321        0.224032        0.139257                18.574%
        40.9167        0.707706        0.199252        0.174404                18.5759%
        41.4403        0.710972        0.229532        0.136221                18.5761%
        39.9938        0.720546        0.156119       0.0962982                18.578%
        40.8784        0.711153        0.224449        0.139057                18.5805%
        40.2666        0.710609        0.159063         0.20221                18.5829%
        39.1356        0.711348        0.143005        0.239897                18.5848%
        38.0398         0.71407        0.135599        0.255465                18.5794%
        41.5443        0.720465       0.0835358        0.337233                18.5791%
        42.2366        0.721919       0.0592477        0.358691                18.5815%
        43.5877        0.716546       0.0693415        0.300428                18.5784%
        40.2302        0.713458        0.100194        0.375361                18.5797%
        39.8023        0.712547       0.0687859        0.433154                18.5822%
        42.6836        0.718751       0.0274046        0.451893                18.5807%
        47.3266        0.728116       0.0275484        0.346391                18.582%
        38.7348        0.711656        0.105477        0.323639                18.5834%
        41.9576        0.706726       0.0557573        0.440873                18.5724%
        39.3808        0.708927       0.0575626        0.453809                18.5743%
        39.7656        0.708037       0.0924916        0.435454                18.5762%
        38.9625        0.708293       0.0995722        0.379882                18.5759%
         40.742        0.703414        0.119485        0.377626                18.5772%
        39.4835        0.707315        0.137034        0.337254                18.5763%
        38.7974        0.711617       0.0817098        0.391115                18.5759%
        39.9665        0.703348       0.0990968        0.450249                18.5767%
        39.3044        0.707642        0.115998        0.379165                18.5775%
        39.0687        0.708543       0.0953618        0.379428                18.5727%
         40.161         0.71452       0.0457376        0.444248                18.5712%
        42.9647        0.706725       0.0399247        0.465748                18.572%
        42.3527         0.71118       0.0850905        0.449614                18.5739%
        42.2107        0.706798       0.0280101        0.498429                18.5763%
        39.7574        0.703441       0.0519805        0.531744                18.5788%
        39.5806        0.706127        0.040296        0.530132                18.5767%
        40.9829        0.699036       0.0736273         0.55817                18.5719%
        41.9688        0.695694       0.0414983        0.621389                18.5738%
        41.9885        0.699164      0.00315524         0.64324                18.5757%
        42.6391        0.696076        0.086718        0.579251                18.5754%
         42.028        0.696051       0.0382074         0.61952                18.5767%
        40.9812         0.70232       0.0535195        0.583001                18.5775%
        43.3163        0.697735       0.0915011        0.570784                18.5766%
        43.4063        0.691827        0.067426        0.634806                18.579%
        43.0878        0.699792       0.0455678        0.649706                18.5787%
        42.4364        0.703364      0.00775404        0.679523                18.5811%
        43.0179        0.694246       0.0300897        0.647337                18.5813%
        45.4412        0.696492       0.0367651        0.722412                18.5838%
        44.2804        0.695308       0.0549824         0.68317                18.5862%
        44.0257        0.693782       0.0388761        0.625609                18.5836%
        42.5244        0.693395       0.0554343        0.635804                18.5849%
        42.6578        0.694418       0.0607223         0.59981                18.5874%
        45.1584        0.693542       0.0911014        0.527471                18.5859%
        45.0393        0.694863       0.0820859        0.521362                18.5884%
        40.9125        0.701443       0.0629299        0.507684                18.5902%
        40.0095        0.713357       0.0405163        0.455901                18.5927%
        40.6852        0.713761       0.0462172        0.468133                18.5951%
        45.8704        0.723817        0.033487        0.408571                18.5976%
        41.3701        0.722828       0.0707905        0.313581                18.5911%
         41.383        0.716696       0.0866776        0.277279                18.593%
        41.8384        0.713394         0.13502        0.199925                18.5948%
        40.5082        0.721661        0.152768        0.194974                18.5973%
        39.9739        0.719768        0.143207        0.227244                18.5986%
        40.4572        0.725981         0.13715        0.171045                18.601%
        39.6265        0.725277        0.115049        0.186675                18.6029%
         40.395        0.725878        0.106093        0.186202                18.6037%
        38.1084        0.721778        0.135807        0.180157                18.605%
        46.5772        0.718691        0.225808        0.122061                18.6069%
        43.5197        0.714748        0.196534       0.0487339                18.6088%
        39.6646        0.716658        0.233629        0.067867                18.6101%
        40.2111        0.720651        0.205092         0.10172                18.6103%
        37.8156        0.723693        0.185511       0.0811889                18.6122%
          37.33        0.718854         0.18676        0.105573                18.6124%
        37.0454        0.724052        0.187082       0.0494929                18.6115%
        37.8902        0.725893        0.168596       0.0829143                18.6117%
        38.7753        0.714513        0.212737        0.111925                18.6135%
        38.5746         0.71737        0.241433       -0.015856                18.6154%
        38.4707        0.718412        0.244323       0.0126506                18.6162%
        37.4027        0.718721        0.212941       0.0460155                18.6153%
        40.8868        0.717726        0.231053       0.0793608                18.6155%
        40.9262        0.715828        0.222888        0.112796                18.6174%
        37.4397        0.718524        0.197054        0.092119                18.6181%
        37.4821        0.719707        0.178928       0.0919196                18.6194%
        41.9551        0.718155        0.209883        0.129687                18.613%
        38.5426        0.718531        0.206402       0.0982948                18.6143%
        37.8976        0.720488        0.138793        0.176581                18.6167%
        38.8323        0.716452        0.125674         0.22016                18.6186%
        39.9207        0.720759        0.143875         0.21479                18.6194%
        38.8837        0.725142        0.146261        0.145011                18.6212%
        42.3181        0.719974        0.172123        0.190814                18.6237%
        44.6089        0.720364        0.168902       0.0376873                18.6261%
        41.8575        0.719875         0.19471      0.00571882                18.6279%
        38.8739        0.714902        0.236183       0.0363579                18.6304%
        40.3016        0.716784        0.248587       0.0409506                18.6311%
        39.8259        0.716999        0.215404        0.107896                18.6275%
        43.6186         0.71966        0.210345        0.126614                18.6277%
        40.1456        0.714231        0.179913        0.115582                18.6301%
        38.9575        0.717797        0.191299       0.0625896                18.6292%
        39.6455        0.715245         0.20301       0.0644237                18.6299%
        39.5037        0.711939        0.220406         0.10791                18.6324%
        37.9443        0.719273        0.164542        0.164259                18.632%
        39.3587        0.722231        0.131805        0.211307                18.6333%
        40.4426        0.721034        0.103079        0.213264                18.6335%
        39.3669        0.719309        0.167826         0.17926                18.6343%
        38.8431        0.715441        0.185124        0.171407                18.6361%
        37.6805        0.716607         0.18311        0.122874                18.6364%
        38.9613        0.713361        0.208142        0.131223                18.6366%
        38.4843        0.713973        0.194022        0.150923                18.6362%
        38.3146        0.715249        0.176032        0.181749                18.6325%
        39.3793        0.722008        0.188622        0.113069                18.6327%
        38.2676        0.721466        0.157212        0.106879                18.6346%
        38.3114        0.720898         0.23134       0.0237641                18.637%
        36.9332        0.721905         0.22332    -0.000145322                18.6361%
        37.6038        0.723443        0.216409      -0.0357035                18.6363%
        39.0166        0.724834        0.226473      0.00832453                18.6354%
        36.9387        0.728461        0.210376      -0.0538066                18.6367%
        38.2693           0.729         0.19805      -0.0541867                18.638%
        38.8636        0.734068        0.187876      -0.0441316                18.6371%
        38.9155        0.729851        0.173717     -0.00555541                18.6362%
        40.0231        0.729757        0.159179       0.0180243                18.6381%
        37.2367        0.726529        0.212293     -0.00552838                18.6394%
        37.6708         0.73095        0.202132      -0.0338524                18.6418%
        36.6599        0.730142        0.227406       -0.102013                18.6442%
        37.2872        0.728776        0.218219      -0.0383885                18.6461%
        38.6668        0.731804        0.188911     -0.00744294                18.6474%
        42.5606        0.732213        0.150012      0.00240134                18.6493%
        36.9887        0.724778        0.196516       0.0300942                18.6517%
        41.0468        0.730375        0.145734        0.107122                18.6535%
        39.4831        0.723603        0.108573        0.207167                18.6548%
         44.217        0.728523       0.0730643        0.263407                18.6534%
        43.9736        0.723803       0.0674843        0.251344                18.6514%
        44.3721        0.726599       0.0642425        0.246008                18.6521%
        41.1168        0.722933       0.0848345         0.24296                18.654%
        39.0762        0.721896        0.122126        0.178814                18.6558%
        43.2228        0.720057       0.0926925        0.219435                18.6505%
         37.585        0.717922        0.155331        0.176767                18.6518%
        38.5976        0.712257        0.171546        0.212943                18.6537%
        40.5223        0.709446        0.123678        0.282958                18.6561%
         38.966        0.710803        0.141875        0.297444                18.6574%
        42.2749        0.722801        0.112411        0.268975                18.6543%
        41.0078        0.722252        0.141898        0.212762                18.6556%
        38.5849         0.71967        0.187368        0.128125                18.6574%
         39.153        0.720997        0.144142        0.128906                18.6598%
        42.4533        0.729526        0.126153        0.163135                18.6622%
        43.0438        0.729039       0.0853019        0.207043                18.6647%
        43.4185        0.730308       0.0931678        0.198696                18.6671%
        44.2458        0.723595       0.0880146        0.197272                18.6673%
        38.1849        0.717762        0.125099        0.224703                18.6686%
        42.6312        0.723264         0.11427         0.14773                18.6682%
        39.2174        0.719523        0.138669        0.154289                18.6701%
        38.3816        0.719097        0.143039        0.212332                18.6725%
        38.2757        0.721032        0.126155        0.200477                18.6727%
          38.24        0.723002        0.136003        0.163276                18.6751%
        40.0705        0.724313        0.115332        0.218873                18.6769%
        39.6876        0.723192        0.118309        0.224003                18.6793%
        39.4648        0.716783        0.107645        0.249499                18.6817%
        40.6357         0.71594        0.096638        0.268422                18.6792%
        42.3751        0.715698       0.0897726        0.270242                18.6794%
        38.2095        0.716521        0.115146        0.268847                18.6807%
        38.9993        0.715104        0.144318        0.259434                18.682%
        46.6417        0.725132       0.0616316        0.237423                18.6844%
        40.4124          0.7283        0.120935        0.135269                18.6862%
         38.353        0.724278        0.140179         0.13497                18.6875%
        38.2951        0.724201        0.142744        0.145919                18.6872%
        41.2138        0.729015         0.13694       0.0670981                18.6896%
        38.8229        0.723238        0.173121       0.0453492                18.6848%
        40.8411        0.734075        0.153468       0.0208328                18.6817%
        39.9945        0.726854        0.139863       0.0860039                18.6813%
        41.1076        0.732962        0.148591       0.0637287                18.6815%
        43.1127        0.730038        0.126331       0.0707931                18.6839%
        42.2839        0.734054        0.132473       0.0670275                18.6863%
        41.5279        0.725815        0.127318        0.107277                18.6793%
        37.6589        0.723033        0.170499        0.109435                18.6812%
        37.0689        0.721157          0.1967       0.0629571                18.6836%
        42.2895        0.717997        0.250233       0.0478187                18.6843%
        40.9875        0.718075        0.240956       0.0559343                18.6856%
        38.0402        0.720797        0.226668      -0.0314389                18.6869%
        38.7513        0.728785        0.240112      -0.0589964                18.6893%
        38.2089        0.733357        0.232467      -0.0996975                18.6884%
        38.1866        0.727418        0.264358       -0.100451                18.6886%
        36.6291        0.724984        0.222485      -0.0288685                18.6838%
        36.6383        0.731249        0.233892       -0.126637                18.6857%
        41.2592        0.730962        0.298453       -0.175845                18.6875%
         46.474        0.725695        0.207602       -0.104809                18.6899%
        42.4561        0.718979        0.253952       -0.104489                18.6923%
        38.1532        0.720035        0.260159       -0.080713                18.6914%
         44.804        0.712781        0.227832      0.00590055                18.6911%
        45.7519         0.71098        0.302477      0.00545856                18.6924%
        45.1676        0.711341        0.286336       0.0383246                18.6926%
        41.9281         0.71597         0.23853       0.0868628                18.6927%
        41.9134        0.707466        0.231648        0.142287                18.6951%
        40.9968        0.713282        0.241113       0.0891964                18.6975%
        40.2049        0.714755        0.230862       0.0939499                18.6977%
        39.1093        0.719461        0.161193        0.105292                18.6957%
        38.5845        0.713328         0.19717        0.145609                18.6976%
        38.7649        0.714737        0.224585       0.0793075                18.6989%
        39.1846        0.712845        0.220886       0.0922075                18.6979%
        39.1424        0.720991        0.155125           0.183                18.6992%
         38.096         0.72237        0.157381          0.1474                18.6978%
        40.0481        0.723935        0.200376       0.0778658                18.6941%
         36.887          0.7284        0.212864      -0.0369282                18.6954%
        38.6445        0.719524        0.275076      -0.0658134                18.6951%
        43.2191        0.712004        0.298112      -0.0753451                18.6963%
         39.113        0.719529        0.288459      -0.0909352                18.6971%
        37.1517        0.728415        0.272039       -0.138692                18.6945%
        35.9096        0.732698        0.287948       -0.240756                18.6964%
        41.1689        0.719538        0.297122       -0.176897                18.696%
        39.2646        0.727143        0.278924        -0.22234                18.6935%
        36.2007        0.731545        0.273838       -0.189266                18.6942%
         39.147        0.729077         0.29778       -0.174632                18.6933%
         36.852        0.727063        0.296257       -0.190589                18.6951%
        36.3015        0.728389        0.287712       -0.202586                18.6948%
        39.7818         0.72749        0.288958       -0.250209                18.6972%
        38.8976        0.723406        0.329395       -0.250325                18.6973%
        36.6279        0.726314        0.275334       -0.165209                18.6986%
        36.2738        0.730488         0.24904       -0.136722                18.7005%
        37.1236        0.726387        0.278064       -0.137196                18.6902%
        40.5203        0.721957        0.272041      -0.0476435                18.6882%
        43.6801        0.717274         0.32027      -0.0966174                18.6895%
        42.7287        0.720033        0.303458      -0.0839128                18.6914%
        41.5378        0.725628         0.28094       -0.089272                18.6938%
        43.5565        0.732156        0.240492      -0.0579841                18.6945%
        46.1843        0.730345        0.244443      -0.0326057                18.6969%
        44.0776        0.733768        0.232429      -0.0565997                18.6993%
        39.4272        0.728996        0.182369      -0.0299485                18.7005%
         39.598         0.72291        0.245308     -0.00696929                18.7024%
        37.5096        0.719151        0.230029      0.00381581                18.7042%
        38.7448        0.726888        0.242802      -0.0460838                18.706%
         39.671         0.72215        0.237878      -0.0889974                18.7084%
        37.2073         0.72445        0.229396       -0.018762                18.7103%
        36.6971         0.72456        0.212631     -0.00928481                18.7105%
        38.2882        0.726508        0.188457      -0.0119078                18.7106%
        38.9214        0.731438        0.170449       0.0207886                18.7125%
        36.9306          0.7273        0.202953      -0.0107419                18.7127%
        38.0793        0.725353        0.202454      -0.0316057                18.715%
        38.3509        0.728942        0.192332       0.0198051                18.713%
        37.2976        0.723762        0.185849       0.0679236                18.7138%
        37.2637        0.727324        0.192813       0.0148669                18.7156%
        38.1186        0.721699        0.202365      0.00549505                18.7163%
          38.06        0.717187        0.212573       0.0837707                18.7154%
        39.4992        0.722905        0.170328        0.047211                18.7156%
        37.3474          0.7189        0.197295       0.0705602                18.7169%
        37.4927        0.722821        0.182119       0.0890423                18.7187%
        38.9118         0.72143        0.156941       0.0981506                18.72%
        37.8971        0.719174        0.211352       0.0717168                18.7224%
        37.2674        0.720505        0.235539      -0.0209336                18.7242%
        37.5962        0.728529        0.266853       -0.122544                18.725%
        36.5512        0.725959        0.269608       -0.135345                18.7273%
        39.2971        0.734993        0.222668       -0.167664                18.7231%
        38.5166        0.740268        0.246062       -0.240473                18.7244%
        37.5612        0.735429        0.331051        -0.31578                18.7224%
        38.9661        0.740975        0.313405       -0.320606                18.7226%
        38.0441        0.742297        0.269532       -0.302623                18.725%
        40.8553        0.744534        0.299158       -0.318006                18.7263%
        38.9941        0.743933        0.265673       -0.311751                18.7259%
        38.7328        0.743625        0.305226         -0.3377                18.7223%
         36.588         0.74342        0.316406       -0.400887                18.723%
         36.574        0.742672        0.314935       -0.398931                18.7254%
         38.554        0.740572        0.325244       -0.342785                18.7277%
        41.4922        0.745697        0.316052       -0.356682                18.7301%
        38.3344        0.728322        0.367743       -0.367876                18.7243%
        37.6717        0.727279        0.331165       -0.294708                18.719%
        37.0645        0.730456         0.35044       -0.355003                18.7197%
        35.8403        0.735153        0.313039       -0.309185                18.7216%
        38.0966        0.730676        0.316036       -0.321887                18.7234%
        38.2174        0.732865        0.325385       -0.274654                18.7258%
        39.5808        0.723961        0.351993       -0.300266                18.7259%
        35.8693        0.733244        0.307426       -0.285556                18.7272%
        37.7926        0.735215        0.274485       -0.276324                18.7296%
        37.4641        0.733794        0.294121       -0.226705                18.7281%
        39.9954        0.721333        0.322748       -0.171133                18.73%
        37.3521        0.723249        0.275254       -0.137323                18.7301%
        40.8164        0.721102        0.207461      -0.0258839                18.7325%
         37.792        0.726823        0.188047       0.0420373                18.7338%
        38.1015        0.725481        0.172402       0.0880182                18.7302%
        36.7199        0.727327        0.211611      -0.0346484                18.7271%
         38.063        0.733521        0.214582      -0.0767212                18.7294%
        39.3462        0.730777        0.210398      -0.0193228                18.7313%
        37.7194        0.728941        0.182686      0.00305549                18.7271%
        37.3225        0.720344        0.210843       0.0209966                18.7235%
        37.6347        0.720941        0.209528      0.00766385                18.7258%
         37.104        0.722118        0.196561        0.034798                18.726%
        37.7932        0.719069        0.193671       0.0606219                18.7284%
        38.3384        0.728078        0.160549       0.0658182                18.7264%
        37.5004         0.72738         0.18069        0.032699                18.7276%
        39.0455        0.727003        0.155384       0.0576398                18.7262%
        39.2573        0.727598        0.139529         0.10034                18.7226%
        40.2732        0.730602        0.152519       0.0836565                18.7222%
        40.9223        0.729744        0.182107       0.0565493                18.7246%
        42.5684        0.732131        0.171951       0.0593854                18.7269%
        40.7783        0.732244        0.153892       0.0649468                18.7293%
        41.5867        0.733178        0.137692       0.0533129                18.7279%
        39.5242        0.728419        0.160221        0.092561                18.728%
        40.5836        0.730784        0.134657       0.0855675                18.7299%
        40.2651         0.72545        0.158291       0.0460276                18.7311%
        38.9866        0.721685        0.161159       0.0851104                18.7286%
        40.3413        0.723297        0.183973        0.118248                18.7304%
        39.0137        0.718803        0.195871         0.12434                18.73%
        38.5782        0.712314        0.182558        0.174764                18.7275%
        38.8982        0.712685        0.194583        0.165345                18.7288%
        37.8488        0.715228        0.155567        0.195167                18.729%
        38.8105        0.710837        0.161994        0.223362                18.7292%
        38.1135        0.714872        0.147636        0.205272                18.731%
        39.2277        0.722252        0.134882        0.140106                18.729%
         37.372        0.720853        0.215887       0.0387937                18.7313%
        37.1948        0.723533        0.188849       0.0623133                18.7315%
        39.2088        0.718421        0.158321        0.121215                18.7295%
        38.0121        0.718495        0.172685        0.107215                18.7313%
        39.0593        0.723073        0.165237        0.141695                18.7315%
        38.6847        0.724501        0.191138       0.0754556                18.7333%
        37.5188        0.720305        0.231407       0.0115313                18.7324%
        37.0724        0.726265        0.193337      0.00596147                18.7337%
        38.1315        0.726175        0.173393       0.0309167                18.7323%
         37.357        0.725138        0.200077       0.0321707                18.733%
        41.3802          0.7293        0.164055       0.0964597                18.7343%
         38.146        0.722335        0.161226        0.142727                18.7366%
        38.7446         0.71433        0.154652        0.183194                18.739%
        37.9994        0.716174        0.196435        0.123171                18.7391%
        41.5955        0.715258        0.148831        0.152548                18.7393%
        37.6902        0.719224        0.178014        0.134037                18.7411%
        37.5664        0.721005        0.161613        0.141326                18.7429%
        38.3831        0.723834         0.14164         0.15642                18.7415%
        38.2612        0.722808         0.17114        0.122975                18.7422%
        39.8378        0.721673        0.191752        0.114922                18.7424%
        40.4907        0.724096        0.203501       0.0740742                18.7437%
        37.5729        0.721635        0.155645         0.13887                18.7455%
        40.7222        0.711118        0.166089        0.176537                18.7473%
        38.5961         0.71238        0.168282        0.220583                18.7486%
        39.4456        0.713788        0.119414        0.253302                18.7498%
        38.4139        0.718937        0.118575         0.25035                18.7511%
        38.4257        0.719887        0.129508        0.187364                18.7507%
         38.049        0.714812        0.150593        0.202126                18.752%
        38.1398        0.715114        0.171509        0.187492                18.7467%
        38.3857        0.717482         0.17562        0.106509                18.7491%
        39.3292        0.722779        0.133929        0.137113                18.7509%
        39.7583        0.718553        0.212691        0.100257                18.7478%
        40.0846        0.721772        0.181515        0.136071                18.7469%
        39.2079        0.726698        0.144506        0.131902                18.7482%
        38.3158        0.719949        0.164216        0.104465                18.7489%
        38.5824        0.722665        0.167178       0.0674549                18.7453%
        39.7514        0.713185        0.188374        0.118659                18.7471%
        40.9028        0.718022        0.193476        0.155877                18.7473%
        39.9789         0.72642        0.150714        0.138542                18.7491%
        39.3348        0.726081        0.132243        0.123984                18.7504%
        37.5121        0.726354        0.175915       0.0419217                18.7457%
        38.6851        0.728488        0.157283       0.0558251                18.748%
        39.3391        0.731465        0.167421    -0.000195551                18.7498%
        36.8839        0.722187        0.213594       0.0073822                18.7522%
        36.9152        0.723152        0.199359       0.0369078                18.7545%
        40.1131        0.731947        0.156264       0.0185045                18.7482%
        39.2889        0.734896         0.18837      -0.0691552                18.7495%
        36.8675        0.727858        0.221416      -0.0767659                18.7496%
        38.4619        0.725133        0.242489        -0.11962                18.7509%
        37.1044        0.724752        0.263985       -0.136605                18.7511%
        38.1874        0.734265        0.220092       -0.142076                18.7491%
        38.6931         0.73051        0.247651      -0.0911534                18.7514%
         37.623        0.731199        0.220011      -0.0629132                18.7522%
        37.9206          0.7246        0.220153      -0.0608838                18.7545%
        37.3214         0.72557        0.229274      -0.0259505                18.7563%
        38.6087         0.73272        0.207703      -0.0468976                18.7532%
        36.7953        0.726939        0.232562      -0.0554493                18.755%
          38.35        0.727299        0.211714      -0.0737299                18.7568%
        37.3672        0.730823        0.252527       -0.119164                18.7532%
        39.6593        0.719879        0.271822       -0.122514                18.7556%
         37.105        0.726822        0.278218        -0.14075                18.7574%
        41.3933        0.719357        0.320568       -0.135559                18.7597%
        38.0066        0.722798        0.303948       -0.178296                18.762%
         37.045        0.724084        0.274687       -0.140309                18.7525%
        38.0559         0.72354          0.2188      -0.0484709                18.75%
        37.5973        0.724637        0.201951      -0.0163302                18.7507%
        39.7784        0.719047        0.175407       0.0718505                18.7498%
        39.8645        0.716756        0.221315      0.00760178                18.75%
        38.4037        0.719347        0.235996      -0.0348492                18.7523%
        39.0701        0.719736        0.255528      -0.0848012                18.7504%
        47.0538        0.707099        0.312534      -0.0478087                18.7527%
        43.4276        0.712459         0.26636      -0.0443008                18.7545%
         40.558        0.716285        0.292839       -0.105576                18.7568%
        45.6225        0.717956        0.286977     -0.00826834                18.7592%
         38.135        0.719228        0.229739       0.0356998                18.7609%
        37.2134        0.723604        0.219891      0.00694652                18.7606%
        36.7533        0.726581         0.20811      -0.0192659                18.7618%
        36.7608        0.723356        0.232082      -0.0436016                18.7609%
        39.9133        0.729043        0.154144       0.0368573                18.7584%
        44.5942        0.733594        0.223665      -0.0353883                18.7602%
        40.8868        0.733108         0.21354      -0.0368883                18.7615%
        39.7118         0.72771         0.19481      -0.0525809                18.7627%
        36.8231        0.723018        0.237364      -0.0507235                18.7651%
        37.9052        0.725879         0.25099      -0.0632157                18.7652%
        37.8556        0.726467        0.239894       -0.121398                18.7654%
        36.5642        0.725081        0.241117      -0.0792541                18.7629%
        36.5887        0.729227          0.2306      -0.0818134                18.7642%
        43.3501        0.731906        0.247682       -0.070461                18.7659%
        39.1907        0.729202        0.252493       -0.188874                18.7672%
         37.107        0.729517        0.292899       -0.192144                18.7695%
        38.9328        0.739416        0.273171       -0.230868                18.7686%
         35.908        0.734334        0.296714       -0.283677                18.7709%
         40.425        0.741951        0.304826       -0.302935                18.7722%
        41.2206         0.75246        0.311405       -0.441308                18.774%
        41.2927        0.745368        0.343571       -0.406144                18.7758%
        36.7387        0.736822         0.36422       -0.461971                18.7781%
        37.2204        0.741898        0.338947       -0.464531                18.7729%
        38.6727        0.746069        0.379109       -0.596043                18.7731%
        38.4459        0.735282        0.427227       -0.552631                18.7738%
        36.4673        0.739296        0.400361       -0.528179                18.7756%
        36.1338        0.745565        0.399039       -0.580412                18.7741%
        38.6804        0.736541        0.425008       -0.530465                18.7754%
        37.7403        0.736366         0.41849       -0.536485                18.7734%
        37.0007         0.74021        0.424639       -0.589533                18.7752%
        40.5564         0.74935        0.386664        -0.53666                18.777%
        37.9974        0.746896        0.388721       -0.538067                18.7788%
        36.5678        0.746411        0.377911       -0.569123                18.78%
        36.2784        0.743983        0.406636       -0.577645                18.777%
        40.0664        0.736458        0.410473       -0.576691                18.7777%
         38.276         0.73505        0.403864       -0.527189                18.78%
        36.9225         0.74253         0.41946       -0.582167                18.7818%
        36.7987        0.744004        0.436041       -0.652569                18.7809%
        36.5121        0.744412        0.422237       -0.633959                18.7795%
        36.9726        0.744061         0.42758       -0.612771                18.7818%
        38.5689        0.741705        0.433043       -0.584052                18.783%
        40.1329        0.739304         0.42863       -0.539357                18.7827%
        37.5879        0.744667        0.412012       -0.570883                18.7839%
        37.6209        0.739515        0.423605       -0.560651                18.7857%
        40.6082        0.731246        0.435902       -0.518838                18.7875%
        41.7535        0.742468        0.438997       -0.575152                18.7871%
        36.9864        0.746647        0.403643        -0.57971                18.7884%
        38.1535        0.739133        0.392749        -0.47475                18.7896%
        35.7847        0.736382         0.33041       -0.369461                18.7919%
        35.8072        0.734419        0.314361       -0.312358                18.7937%
        36.3016        0.739655        0.300838       -0.342573                18.796%
        38.1345         0.73481        0.330247       -0.302439                18.7973%
        36.7794        0.733335        0.309017       -0.262256                18.7996%
        38.2501        0.731813        0.330894       -0.277744                18.8019%
        39.2412        0.735588        0.352284        -0.34567                18.8015%
        36.3411        0.739838        0.297206       -0.320843                18.8033%
        36.8501        0.730096        0.320066       -0.262349                18.803%
        41.5271        0.723018        0.351359       -0.230954                18.8042%
        39.9205        0.720752        0.328802       -0.191708                18.8044%
        37.2162        0.735266        0.250249       -0.210079                18.8067%
        39.1137        0.736042        0.234359       -0.123639                18.809%
        36.6843        0.729134        0.236167      -0.0858838                18.8097%
        37.0651        0.728124         0.23472      -0.0646191                18.8093%
        36.6534        0.728828        0.220014      -0.0638696                18.8117%
        36.8528        0.730809         0.21954      -0.0828828                18.8118%
        36.7767        0.724021         0.25748      -0.0921746                18.8141%
        37.4879        0.726481        0.224593      -0.0834998                18.8122%
        40.4686        0.724163        0.237421        -0.11707                18.8123%
        36.5499        0.727899         0.23107      -0.0906508                18.813%
        38.1365          0.7297        0.208479      -0.0831213                18.8062%
        38.1015        0.720712        0.242515      -0.0607871                18.8069%
        38.1637         0.72403        0.197803       0.0611595                18.8093%
        37.2107        0.721987        0.194323       0.0377502                18.8105%
         37.135        0.725709         0.21265    -0.000172303                18.8107%
        37.5336         0.72013        0.232344       0.0104392                18.805%
        37.5097        0.719058        0.226265       0.0253216                18.803%
        40.2411         0.71197        0.238761       0.0830876                18.8005%
        41.9015        0.710407        0.234144        0.134322                18.7996%
        39.9743        0.710295        0.213822        0.142666                18.8008%
        38.6485        0.724195        0.193317       0.0741346                18.8021%
        37.0081        0.723208        0.190316       0.0537364                18.8044%
        44.2682        0.717562        0.209811      -0.0147642                18.8029%
        39.0337        0.726324        0.181766     -0.00386039                18.8042%
         41.137        0.716464        0.223218     -0.00493437                18.8054%
        43.6525        0.711137        0.277039        -0.04072                18.8077%
        45.4584        0.711332        0.276057      -0.0610796                18.81%
        41.6733        0.714038        0.275184      -0.0621488                18.8123%
         44.316        0.723917        0.283149      -0.0599689                18.8141%
        37.1342          0.7233         0.24615      -0.0473137                18.8143%
        39.0243          0.7183        0.246604      -0.0479051                18.8112%
        36.7279        0.725157        0.263296       -0.129795                18.8135%
        37.2694        0.730264        0.272201       -0.153171                18.8148%
        37.5794        0.723039        0.261817       -0.118537                18.8171%
        37.9007        0.734227        0.210161       -0.102136                18.8194%
        39.0566        0.731353        0.215547       -0.123319                18.8212%
        39.2874        0.734703        0.208705       -0.129958                18.8235%
        39.7965        0.734453         0.22413       -0.172856                18.8231%
        37.2905        0.729836        0.290598       -0.186943                18.8254%
        44.6165        0.725128        0.329769       -0.169567                18.8277%
        36.8883        0.726385        0.264558       -0.154901                18.8289%
        36.7688        0.729352        0.277082       -0.163453                18.8291%
        38.1667         0.72987        0.299263       -0.194495                18.8277%
        37.3273        0.725752        0.310472       -0.212338                18.8262%
         37.322        0.731316        0.267766       -0.222093                18.8269%
        36.6494        0.728117        0.306169       -0.243426                18.8276%
        39.6895        0.728118        0.353868       -0.288258                18.8251%
        38.8626        0.726874        0.361859       -0.351255                18.8253%
        37.9915        0.726193        0.313585       -0.258778                18.8276%
         36.932        0.736457        0.250658       -0.196647                18.8294%
        37.6318        0.727628        0.264446       -0.181598                18.8317%
        36.3511        0.732129        0.250864       -0.153996                18.8334%
         36.152        0.733376        0.265506       -0.206553                18.8331%
        37.1974          0.7282        0.264517       -0.181898                18.8343%
        38.2151        0.734269        0.214619      -0.0843773                18.8366%
        37.9025        0.736598        0.227047       -0.145034                18.8389%
        36.9686        0.731583         0.24415       -0.118783                18.8412%
        38.7794        0.730771        0.237313      -0.0735209                18.8392%
        36.9194        0.726102        0.250187       -0.123721                18.8399%
        36.1861        0.731001        0.265289       -0.169928                18.8422%
        36.1722        0.734238        0.267596       -0.217391                18.844%
        36.5782        0.734155        0.301525       -0.257525                18.8346%
        35.7915        0.735481        0.323794       -0.337782                18.8352%
        35.7891        0.735727        0.314537       -0.320215                18.8375%
        37.1058        0.736208        0.290373         -0.3116                18.8313%
        37.2446        0.735859        0.268126       -0.259187                18.8331%
        36.2698        0.734658        0.304181       -0.273435                18.8316%
        36.0154        0.733174        0.294809       -0.272601                18.8339%
        36.1814        0.737124        0.314101       -0.318069                18.8336%
         36.429        0.731907        0.331612       -0.336405                18.8348%
        37.8741        0.730036        0.352102       -0.372952                18.8312%
